NumAnc	NumDer	AFRDerFreq	EURDerFreq	Counts
57	0	0.02	0.21	1
52	0	0.84	0.93	2
54	0	0.77	0.81	1
35	0	0.17	0.23	1
53	1	0.07	0.27	1
50	0	0.1	0.11	1
54	0	0.01	0.06	1
38	0	0.25	0.04	1
33	0	0.03	0.08	1
0	70	0.2	0.26	1
48	1	0.05	0.18	1
52	0	0.14	0.04	1
1	47	0.88	0.76	1
35	0	0.07	0.04	1
52	0	0.02	0.01	1
46	0	0.03	0.06	1
45	0	0.79	0.8	1
21	26	0.35	0.11	1
0	32	0.81	0.99	1
44	0	0.3	0.53	1
59	1	0.29	0.29	1
0	56	0.01	0.01	1
40	0	0.07	0.31	1
59	1	0.4	0.05	1
51	0	0.59	0.37	1
45	0	0.46	0.87	1
78	0	0.01	0.03	1
66	0	0.63	0.91	1
3	60	0.47	0.03	1
0	50	0.85	0.95	1
0	58	0.78	0.89	1
57	0	0.09	0.28	1
29	0	0.21	0.07	1
41	1	0.19	0.42	1
0	64	0.97	0.98	1
0	78	0.57	0.87	1
33	0	0.23	0.13	1
38	0	0.43	0.33	1
58	1	0.77	0.84	1
32	0	0.63	0.22	1
57	0	0.08	0.01	1
40	0	0.18	0.19	1
42	0	0.01	0.13	1
56	0	0.09	0.05	1
1	32	0.04	0.03	1
42	0	0.99	0.99	1
38	0	0.53	0.68	1
45	0	0.08	0.02	1
36	1	0.16	0.79	1
0	33	0.6	0.85	1
0	45	0.81	0.64	1
32	0	0.02	0.1	1
53	1	0.01	0.11	1
69	0	0.04	0.09	1
57	0	0.03	0.02	1
35	1	0.63	0.65	1
36	0	0.08	0.15	1
57	6	0.06	0.54	1
46	0	0.28	0.25	1
54	0	0.59	0.75	1
49	0	0.59	0.31	1
0	34	0.19	0.47	1
49	0	0.09	0.26	1
23	0	0.38	0.38	1
45	0	0.31	0.29	1
36	0	0.33	0.86	1
0	51	0.52	0.7	1
62	0	0.02	0.15	1
54	0	0.34	0.28	1
40	0	0.13	0.22	1
54	1	0.27	0.74	1
49	1	0.25	0.18	1
26	33	0.27	0.04	1
49	0	0.23	0.75	1
71	0	0.32	0.05	1
37	1	0.15	0.71	1
48	0	0.44	0.14	1
38	0	0.34	0.07	1
44	0	0.2	0.11	1
35	1	0.04	0.12	1
45	0	0.05	0.03	1
0	46	0.39	0.2	1
0	49	0.27	0.59	1
36	0	0.06	0.14	1
50	0	0.58	0.56	1
0	76	0.01	0.03	1
56	0	0.07	0.04	1
33	0	0.48	0.15	1
24	0	0.06	0.01	1
40	0	0.16	0.11	1
36	0	0.02	0.38	1
66	0	0.08	0.03	1
55	0	0.01	0.09	1
42	0	0.01	0.09	1
1	59	0.29	0.34	1
51	0	0.9	0.96	1
19	20	0.21	0.37	1
0	39	0.82	0.53	1
0	46	0.32	0.02	1
40	1	0.39	0.31	1
42	0	0.14	0.21	1
34	1	0.21	0.43	1
53	0	0.36	0.16	1
41	0	0.01	0.13	1
20	20	0.39	0.86	1
43	0	0.18	0.41	1
49	0	0.63	0.28	1
1	63	0.14	0.04	1
33	0	0.21	0.28	1
43	1	0.02	0.06	1
54	0	0.11	0.39	1
0	43	0.45	0.42	1
27	0	0.02	0.21	1
42	1	0.01	0.01	1
0	55	0.91	0.94	1
0	45	0.9	0.91	2
49	0	0.07	0.26	1
56	0	0.18	0.01	1
39	1	0.09	0.17	1
0	41	0.39	0.13	1
0	36	0.39	0.44	1
48	1	0.71	0.25	1
85	0	0.02	0.04	1
0	28	0.89	0.89	1
42	0	0.1	0.3	1
29	0	0.11	0.45	1
50	0	0.18	0.01	1
40	0	0.01	0.01	1
59	0	0.88	0.83	1
0	41	0.65	0.35	1
54	0	0.02	0.13	1
46	0	0.13	0.04	1
54	0	0.73	0.96	1
21	0	0.02	0.12	1
51	0	0.26	0.13	1
46	0	0.09	0.17	1
41	2	0.09	0.14	1
36	0	0.47	0.41	1
51	0	0.59	0.25	1
54	0	0.4	0.7	1
1	54	0.31	0.27	1
32	1	0.53	0.54	1
48	1	0.68	0.43	1
38	1	0.21	0.55	1
0	48	0.53	0.86	1
45	0	0.18	0.1	2
40	0	0.05	0.08	1
44	0	0.06	0.25	1
41	1	0.1	0.01	1
0	48	0.23	0.4	1
0	70	0.94	0.97	1
37	0	0.02	0.05	1
0	45	0.43	0.94	1
37	0	0.05	0.11	2
66	0	0.21	0.52	1
32	0	0.25	0.37	1
61	0	0.21	0.01	1
0	49	0.8	0.64	1
33	0	0.26	0.6	1
43	0	0.2	0.22	1
55	0	0.02	0.18	1
1	41	0.24	0.25	1
0	54	0.78	0.88	1
0	37	0.92	0.56	1
0	53	0.14	0.1	1
34	0	0.15	0.32	1
0	51	0.21	0.08	1
60	0	0.02	0.24	1
43	1	0.08	0.13	1
41	1	0.36	0.67	1
53	0	0.02	0.23	1
70	0	0.02	0.01	1
23	0	0.06	0.05	1
45	0	0.65	0.46	1
28	0	0.54	0.41	1
54	1	0.06	0.01	1
62	0	0.01	0.11	1
37	0	0.17	0.19	2
69	0	0.09	0.38	1
46	0	0.05	0.01	1
0	56	0.23	0.04	1
0	48	0.83	0.85	1
49	0	0.85	0.25	1
15	12	0.07	0.17	1
51	0	0.03	0.02	1
49	0	0.27	0.25	1
1	30	0.82	0.6	1
40	0	0.46	0.78	1
52	0	0.18	0.42	1
38	0	0.09	0.06	1
34	2	0.07	0.04	1
53	1	0.05	0.05	1
52	0	0.33	0.24	1
39	0	0.12	0.46	1
0	49	0.3	0.26	1
60	0	0.05	0.13	1
51	0	0.07	0.1	1
40	1	0.01	0.16	1
61	0	0.33	0.46	1
54	1	0.49	0.33	1
63	0	0.01	0.09	1
52	2	0.14	0.25	1
68	0	0.03	0.11	1
61	0	0.11	0.5	1
32	0	0.02	0.3	1
0	46	0.61	0.02	1
45	1	0.09	0.12	1
39	1	0.11	0.21	1
0	41	0.94	0.99	2
49	0	0.01	0.04	1
33	1	0.1	0.04	1
0	61	0.93	0.99	1
30	0	0.01	0.18	1
54	1	0.04	0.37	1
43	0	0.41	0.36	1
0	40	0.21	0.03	1
48	1	0.12	0.02	1
50	2	0.06	0.03	1
83	0	0.86	0.8	1
59	0	0.87	0.88	1
0	43	0.45	0.71	1
46	1	0.71	0.84	1
0	37	0.83	0.9	1
37	0	0.02	0.02	1
26	17	0.74	0.7	1
62	0	0.57	0.73	1
50	0	0.48	0.72	1
29	0	0.21	0.07	1
48	0	0.01	0.08	1
63	1	0.29	0.64	1
46	0	0.02	0.02	1
31	0	0.06	0.22	1
47	0	0.05	0.27	1
0	59	0.7	0.7	1
44	0	0.08	0.34	1
46	0	0.18	0.59	1
54	0	0.19	0.28	1
46	0	0.37	0.1	1
58	0	0.01	0.1	1
43	0	0.12	0.03	1
55	0	0.43	0.12	1
58	0	0.09	0.28	1
60	0	0.14	0.03	1
64	0	0.1	0.01	1
53	0	0.57	0.35	1
39	4	0.28	0.77	1
40	1	0.53	0.27	1
40	0	0.12	0.02	1
50	0	0.06	0.02	1
39	0	0.27	0.12	1
55	0	0.07	0.08	1
39	0	0.04	0.03	1
34	1	0.02	0.02	1
47	0	0.18	0.01	1
0	49	0.07	0.23	1
0	24	0.17	0.53	1
76	0	0.15	0.02	1
27	1	0.64	0.58	1
45	0	0.41	0.37	1
36	0	0.43	0.13	1
54	0	0.07	0.05	1
58	0	0.06	0.07	1
67	0	0.17	0.06	1
40	0	0.27	0.55	1
49	0	0.14	0.18	1
50	0	0.23	0.02	1
1	45	0.76	0.3	1
0	65	0.9	0.74	1
48	1	0.01	0.12	1
0	42	0.33	0.49	1
45	0	0.01	0.07	1
44	0	0.29	0.57	1
0	36	0.94	0.74	1
46	1	0.83	0.9	1
68	0	0.01	0.07	1
66	0	0.01	0.07	1
0	29	0.64	0.86	1
0	33	0.87	0.95	1
48	0	0.08	0.55	1
43	0	0.21	0.11	1
38	0	0.03	0.14	1
30	0	0.52	0.13	1
59	1	0.06	0.53	1
43	0	0.21	0.2	1
50	0	0.47	0.2	1
31	0	0.36	0.32	1
30	1	0.04	0.05	1
0	38	0.83	0.75	1
41	0	0.01	0.08	1
1	46	0.15	0.25	1
59	0	0.6	0.43	1
48	1	0.07	0.17	1
40	0	0.03	0.03	1
38	0	0.79	0.39	1
43	0	0.98	0.8	1
50	0	0.01	0.11	1
39	0	0.2	0.46	1
43	0	0.04	0.18	1
1	51	0.41	0.41	1
19	0	0.36	0.04	1
39	0	0.21	0.07	1
1	42	0.06	0.13	1
48	0	0.27	0.18	1
0	67	0.18	0.67	1
53	0	0.79	0.93	1
68	1	0.1	0.21	1
49	0	0.32	0.56	1
47	0	0.01	0.25	1
58	0	0.66	0.98	1
41	1	0.35	0.67	1
0	45	0.01	0.03	1
0	40	0.17	0.08	1
0	41	0.01	0.05	1
29	0	0.34	0.11	2
41	0	0.11	0.27	1
50	0	0.04	0.06	1
1	45	0.75	0.94	1
0	60	0.57	0.48	1
53	1	0.24	0.36	1
0	46	0.9	0.99	1
44	2	0.17	0.08	1
38	0	0.71	0.73	1
59	0	0.05	0.11	1
2	53	0.72	0.57	1
28	0	0.65	0.85	1
0	49	0.51	0.68	1
50	0	0.3	0.42	1
27	0	0.05	0.11	1
53	0	0.03	0.02	1
40	0	0.04	0.31	1
61	0	0.11	0.04	1
62	0	0.12	0.23	1
39	0	0.07	0.31	1
51	0	0.19	0.14	1
29	0	0.17	0.14	1
0	48	0.42	0.85	1
37	0	0.16	0.47	1
60	0	0.15	0.65	1
48	0	0.39	0.07	1
41	0	0.12	0.01	1
64	0	0.13	0.19	1
33	0	0.12	0.12	1
42	0	0.01	0.08	1
54	0	0.52	0.97	1
40	0	0.35	0.31	1
68	0	0.26	0.6	1
44	1	0.05	0.04	1
56	0	0.11	0.61	1
38	0	0.17	0.27	1
48	0	0.07	0.01	1
71	0	0.03	0.03	1
0	33	0.72	0.82	1
1	42	0.66	0.19	1
50	1	0.14	0.01	1
49	0	0.17	0.01	1
39	0	0.03	0.07	1
45	1	0.02	0.02	1
36	0	0.9	0.86	1
36	0	0.31	0.02	1
45	0	0.64	0.59	1
37	0	0.01	0.17	1
53	0	0.05	0.03	1
62	0	0.01	0.03	1
22	24	0.74	0.69	1
33	0	0.01	0.13	1
38	0	0.14	0.09	1
58	0	0.07	0.14	1
31	0	0.01	0.13	1
29	0	0.02	0.07	1
56	0	0.56	0.27	1
0	36	0.87	0.55	1
41	1	0.26	0.64	1
37	0	0.18	0.07	1
52	0	0.29	0.25	1
20	20	0.03	0.29	1
36	0	0.36	0.07	1
66	0	0.06	0.03	2
39	0	0.01	0.08	1
58	0	0.21	0.13	1
46	0	0.29	0.87	1
42	0	0.27	0.64	1
0	64	0.48	0.57	1
66	1	0.13	0.03	1
50	0	0.13	0.09	1
41	0	0.15	0.66	1
40	0	0.43	0.64	1
23	0	0.52	0.2	2
46	0	0.01	0.17	1
24	1	0.09	0.13	1
59	2	0.37	0.94	1
29	0	0.84	0.99	1
36	1	0.25	0.55	1
41	0	0.26	0.8	1
41	0	0.06	0.07	1
37	0	0.45	0.73	1
44	0	0.15	0.15	1
20	20	0.79	0.92	1
45	0	0.15	0.19	1
47	0	0.31	0.1	1
1	70	0.5	0.51	1
0	54	0.93	0.87	1
0	53	0.47	0.87	1
28	0	0.07	0.36	1
41	1	0.76	0.63	1
1	40	0.53	0.19	1
93	1	0.12	0.04	1
45	1	0.58	0.79	1
32	0	0.53	0.17	1
0	65	0.64	0.38	1
50	0	0.5	0.27	1
50	0	0.4	0.93	1
52	0	0.13	0.2	1
55	0	0.13	0.25	1
1	73	0.27	0.46	1
40	0	0.37	0.52	1
59	0	0.06	0.26	1
42	2	0.26	0.74	1
39	0	0.1	0.5	1
0	51	0.98	0.85	1
0	45	0.28	0.24	1
37	0	0.75	0.63	1
58	0	0.43	0.13	1
53	0	0.05	0.04	1
48	0	0.16	0.24	1
45	0	0.16	0.44	1
38	0	0.38	0.25	1
23	0	0.32	0.28	1
39	0	0.03	0.02	1
44	2	0.16	0.39	1
45	0	0.1	0.01	1
1	40	0.85	0.58	1
43	0	0.04	0.13	1
45	0	0.67	0.49	1
36	0	0.03	0.01	2
50	0	0.09	0.03	1
31	0	0.78	0.49	1
0	57	0.97	0.94	1
40	0	0.01	0.23	1
48	0	0.18	0.22	1
41	0	0.34	0.28	1
45	1	0.17	0.54	1
29	0	0.18	0.34	1
1	41	0.32	0.26	1
40	0	0.47	0.64	1
65	0	0.11	0.33	1
49	0	0.28	0.23	1
30	2	0.32	0.66	1
64	0	0.08	0.02	1
31	2	0.3	0.5	1
1	38	0.18	0.08	1
47	1	0.07	0.66	1
0	32	0.01	0.02	1
26	1	0.63	0.58	1
52	1	0.1	0.44	1
0	37	0.95	0.87	1
39	0	0.01	0.11	1
47	0	0.26	0.34	1
66	0	0.18	0.42	1
27	0	0.34	0.77	1
46	0	0.07	0.01	1
36	0	0.21	0.52	1
55	0	0.04	0.16	1
44	0	0.01	0.06	1
0	40	0.73	0.7	1
42	0	0.01	0.3	1
44	0	0.64	0.42	1
48	0	0.03	0.53	1
61	0	0.04	0.01	1
39	0	0.18	0.27	1
1	65	0.05	0.04	1
53	0	0.01	0.01	2
58	0	0.17	0.2	1
70	0	0.63	0.86	1
62	0	0.24	0.34	1
1	56	0.44	0.51	1
1	62	0.69	0.44	1
43	0	0.2	0.28	1
41	0	0.02	0.17	1
40	0	0.19	0.04	1
30	16	0.51	0.46	1
41	0	0.38	0.76	1
28	3	0.38	0.63	1
39	0	0.07	0.05	1
57	1	0.07	0.04	1
38	0	0.24	0.54	1
47	1	0.14	0.35	1
37	0	0.98	0.88	1
41	0	0.24	0.33	1
34	0	0.03	0.1	1
51	2	0.48	0.37	1
50	0	0.29	0.22	1
34	0	0.02	0.12	1
50	0	0.16	0.04	1
0	43	0.01	0.02	1
39	1	0.05	0.07	1
50	0	0.04	0.44	1
47	0	0.18	0.21	1
0	45	0.94	0.99	1
1	38	0.12	0.24	1
46	1	0.44	0.07	1
37	0	0.21	0.75	1
30	0	0.2	0.02	1
31	0	0.31	0.33	1
13	0	0.23	0.18	1
47	2	0.08	0.12	1
47	0	0.27	0.45	1
49	0	0.19	0.06	1
56	0	0.02	0.21	1
0	43	0.23	0.17	1
44	0	0.12	0.02	1
42	0	0.03	0.12	1
27	0	0.47	0.31	1
51	1	0.13	0.07	1
35	0	0.13	0.01	1
62	1	0.04	0.08	1
0	51	0.73	0.36	1
55	0	0.09	0.04	1
71	0	0.05	0.09	1
47	0	0.18	0.05	1
42	0	0.77	0.64	1
73	0	0.25	0.59	1
40	0	0.36	0.25	1
36	0	0.08	0.08	2
30	0	0.38	0.54	1
52	0	0.2	0.27	1
41	0	0.44	0.65	1
21	0	0.69	0.27	1
27	0	0.14	0.04	1
41	1	0.43	0.03	1
58	0	0.12	0.05	1
0	41	0.28	0.38	1
0	40	0.01	0.19	1
41	0	0.02	0.15	1
33	0	0.74	0.96	1
48	0	0.21	0.1	1
0	48	0.26	0.02	1
37	2	0.02	0.28	1
63	0	0.02	0.04	1
40	0	0.04	0.25	1
62	0	0.12	0.04	1
57	0	0.01	0.04	1
51	2	0.98	0.91	1
36	0	0.08	0.03	1
0	50	0.7	0.84	1
0	38	0.52	0.15	1
39	1	0.18	0.06	1
47	0	0.1	0.03	1
44	0	0.08	0.01	1
60	0	0.06	0.03	1
57	1	0.12	0.53	1
52	0	0.29	0.33	1
36	1	0.39	0.82	1
43	1	0.07	0.27	1
35	0	0.18	0.07	1
39	0	0.07	0.11	1
50	0	0.77	0.75	1
30	1	0.12	0.34	1
1	47	0.34	0.09	1
56	0	0.09	0.43	1
0	46	0.41	0.8	1
41	0	0.67	0.31	1
59	0	0.01	0.09	1
43	0	0.16	0.28	1
43	1	0.24	0.26	1
43	0	0.27	0.33	1
49	0	0.22	0.19	1
71	1	0.86	0.92	1
66	0	0.34	0.6	1
42	0	0.02	0.01	1
0	57	0.94	0.97	2
0	40	0.15	0.2	1
37	0	0.01	0.15	1
0	68	0.29	0.44	1
0	39	0.92	0.81	1
44	0	0.03	0.03	1
0	55	0.9	0.61	1
38	1	0.38	0.05	1
43	0	0.39	0.15	1
52	1	0.19	0.23	1
36	1	0.21	0.11	1
54	1	0.25	0.62	1
34	0	0.2	0.58	1
0	36	0.53	0.38	1
0	65	0.09	0.02	2
52	0	0.05	0.07	1
0	37	0.56	0.57	1
0	48	0.21	0.08	2
55	0	0.05	0.04	1
47	0	0.39	0.12	1
1	39	0.7	0.42	1
48	0	0.12	0.03	1
57	1	0.14	0.3	1
38	0	0.14	0.38	1
1	30	0.34	0.72	1
0	49	0.89	0.99	1
0	51	0.21	0.08	2
45	0	0.12	0.21	1
40	0	0.3	0.51	1
61	1	0.06	0.11	1
41	0	0.5	0.63	1
1	49	0.73	0.32	1
0	41	0.6	0.73	1
40	0	0.02	0.19	1
35	0	0.01	0.04	1
73	0	0.32	0.16	1
55	0	0.03	0.06	1
52	0	0.2	0.47	1
56	0	0.5	0.1	1
0	34	0.09	0.53	1
54	0	0.37	0.94	1
41	0	0.26	0.45	1
42	0	0.04	0.22	1
1	45	0.15	0.45	1
55	0	0.04	0.01	1
39	0	0.24	0.05	1
55	0	0.11	0.15	1
41	0	0.23	0.03	1
39	0	0.23	0.32	1
34	0	0.06	0.26	1
48	1	0.18	0.27	1
62	0	0.02	0.01	1
68	0	0.6	0.43	1
44	0	0.6	0.97	1
38	0	0.01	0.06	1
50	1	0.42	0.26	1
38	0	0.05	0.01	1
46	0	0.22	0.4	1
45	0	0.16	0.07	1
0	53	0.96	0.57	1
66	0	0.01	0.01	1
23	21	0.3	0.49	1
0	46	0.77	0.99	1
57	0	0.04	0.01	1
62	2	0.46	0.49	1
54	1	0.21	0.3	1
40	0	0.32	0.52	1
57	0	0.11	0.04	1
49	0	0.01	0.09	1
50	0	0.99	0.8	2
37	0	0.2	0.18	1
50	0	0.09	0.34	1
69	0	0.28	0.62	1
35	0	0.03	0.13	1
47	0	0.27	0.37	1
0	44	0.26	0.23	1
0	37	0.05	0.17	1
36	1	0.16	0.08	1
36	0	0.08	0.09	1
31	0	0.07	0.15	1
1	40	0.93	0.99	1
30	1	0.08	0.44	1
60	0	0.06	0.06	1
42	0	0.33	0.38	1
0	32	0.01	0.03	1
51	1	0.12	0.49	1
51	0	0.01	0.03	1
45	1	0.06	0.01	1
46	0	0.43	0.27	1
52	1	0.04	0.07	1
0	45	0.21	0.35	1
69	1	0.04	0.01	1
42	0	0.15	0.39	1
0	41	0.69	0.82	1
36	0	0.74	0.63	1
44	0	0.01	0.07	1
0	42	0.35	0.28	1
46	0	0.12	0.06	1
40	0	0.14	0.09	1
48	0	0.16	0.51	2
57	0	0.45	0.63	1
70	1	0.04	0.12	1
52	1	0.24	0.33	1
45	0	0.23	0.11	1
0	38	0.4	0.11	1
58	1	0.02	0.01	1
39	0	0.36	0.18	1
57	0	0.43	0.29	1
35	0	0.21	0.38	1
49	0	0.04	0.06	1
0	48	0.81	0.73	1
1	36	0.77	0.97	1
0	54	0.94	0.97	1
46	4	0.51	0.5	1
37	0	0.87	0.91	1
48	0	0.01	0.17	1
0	52	0.58	0.65	1
0	46	0.7	0.63	1
49	0	0.23	0.36	1
40	1	0.29	0.51	1
0	56	0.02	0.01	1
38	0	0.29	0.23	1
0	49	0.69	0.79	1
34	0	0.02	0.11	1
46	1	0.1	0.44	1
22	0	0.02	0.05	1
40	1	0.01	0.07	1
46	1	0.01	0.13	1
47	1	0.15	0.08	1
58	0	0.04	0.11	2
0	44	0.32	0.4	1
0	29	0.02	0.09	1
39	0	0.05	0.07	1
53	0	0.01	0.27	1
63	1	0.43	0.42	1
41	0	0.11	0.04	1
41	1	0.02	0.05	1
64	0	0.08	0.04	1
51	0	0.36	0.61	1
0	51	0.46	0.8	1
67	1	0.47	0.03	1
60	0	0.09	0.05	1
46	0	0.09	0.12	1
31	1	0.61	0.56	1
0	44	0.65	0.83	1
48	1	0.42	0.52	1
0	50	0.63	0.49	1
40	1	0.02	0.01	1
32	0	0.07	0.05	1
43	0	0.16	0.01	1
24	1	0.05	0.33	1
53	0	0.06	0.02	1
36	0	0.69	0.97	1
58	0	0.24	0.15	1
0	59	0.96	0.57	1
54	0	0.14	0.27	1
50	0	0.51	0.97	1
71	2	0.15	0.5	1
46	1	0.19	0.17	1
63	0	0.82	0.99	1
51	1	0.45	0.43	1
24	31	0.41	0.1	1
36	0	0.31	0.28	1
47	0	0.64	0.7	1
53	0	0.03	0.21	1
45	0	0.09	0.01	1
43	1	0.44	0.36	1
45	0	0.39	0.69	1
46	2	0.22	0.3	1
65	1	0.11	0.03	1
0	48	0.86	0.99	1
55	0	0.03	0.02	1
58	0	0.31	0.26	1
1	35	0.26	0.34	1
55	0	0.01	0.01	1
51	0	0.71	0.87	1
45	1	0.69	0.26	1
34	0	0.43	0.18	1
37	0	0.02	0.29	1
0	40	0.45	0.5	1
42	0	0.08	0.1	1
41	2	0.15	0.13	1
71	0	0.44	0.39	1
44	0	0.2	0.32	1
42	0	0.05	0.01	1
45	0	0.12	0.12	1
34	0	0.32	0.51	1
56	0	0.21	0.39	1
38	0	0.75	0.94	1
45	2	0.01	0.05	1
41	0	0.08	0.03	1
44	0	0.42	0.67	1
40	0	0.1	0.54	1
33	2	0.55	0.44	1
69	0	0.05	0.13	1
0	48	0.87	0.66	1
44	0	0.39	0.32	1
58	0	0.05	0.22	1
1	43	0.56	0.54	1
41	1	0.04	0.03	1
0	47	0.95	0.98	1
40	1	0.96	0.92	1
44	0	0.26	0.01	1
46	0	0.01	0.29	1
53	0	0.15	0.18	1
43	0	0.03	0.01	1
38	0	0.02	0.08	1
50	0	0.14	0.19	1
47	0	0.05	0.02	1
0	30	0.48	0.22	1
39	0	0.31	0.5	1
0	50	0.11	0.13	1
0	39	0.9	0.94	1
50	1	0.41	0.71	1
64	1	0.49	0.35	1
43	1	0.01	0.18	1
59	0	0.19	0.28	1
45	0	0.14	0.22	1
1	43	0.59	0.32	1
38	0	0.34	0.01	1
45	0	0.41	0.48	1
46	0	0.01	0.25	1
37	0	0.44	0.65	1
0	42	0.07	0.02	1
69	0	0.02	0.37	1
46	0	0.25	0.02	1
39	0	0.4	0.61	1
44	0	0.14	0.27	1
66	0	0.59	0.7	1
41	1	0.12	0.36	1
39	1	0.04	0.26	1
41	38	0.18	0.1	1
55	0	0.05	0.05	1
51	0	0.27	0.46	1
57	0	0.74	0.5	1
1	61	0.03	0.37	1
1	55	0.25	0.01	1
45	0	0.01	0.06	1
1	46	0.06	0.03	1
51	0	0.25	0.38	1
0	66	0.65	0.5	1
42	0	0.35	0.22	1
64	1	0.67	0.92	1
32	1	0.31	0.54	1
0	63	0.3	0.44	1
44	0	0.19	0.08	1
52	0	0.7	0.66	1
52	0	0.02	0.36	1
27	2	0.53	0.44	1
46	1	0.36	0.48	1
35	0	0.52	0.39	1
30	0	0.06	0.04	1
59	1	0.46	0.4	1
27	0	0.09	0.59	1
76	1	0.08	0.24	1
40	1	0.08	0.64	1
0	44	0.26	0.05	1
0	65	0.72	0.51	1
34	0	0.42	0.17	1
1	34	0.01	0.05	1
45	0	0.43	0.49	1
0	39	0.21	0.07	1
48	1	0.54	0.41	1
44	0	0.17	0.46	1
75	0	0.21	0.29	1
45	0	0.11	0.34	1
37	0	0.17	0.07	1
38	0	0.1	0.28	1
48	1	0.01	0.18	1
39	0	0.13	0.19	1
37	1	0.11	0.58	1
49	2	0.06	0.03	1
48	0	0.19	0.02	1
0	59	0.34	0.84	1
79	0	0.01	0.12	1
66	0	0.09	0.01	1
87	0	0.78	0.28	1
56	1	0.1	0.11	1
51	0	0.2	0.24	1
45	0	0.02	0.07	1
38	1	0.05	0.09	1
29	0	0.45	0.44	1
40	0	0.13	0.19	1
45	0	0.96	0.91	1
53	0	0.02	0.14	1
34	7	0.43	0.41	1
54	0	0.12	0.05	1
0	43	0.26	0.34	1
35	1	0.5	0.78	1
25	0	0.05	0.1	1
37	0	0.04	0.19	1
0	55	0.33	0.12	1
62	1	0.19	0.05	1
39	0	0.2	0.04	1
43	1	0.16	0.04	1
38	0	0.04	0.31	1
77	1	0.71	0.97	1
42	0	0.08	0.02	1
40	1	0.12	0.18	1
0	61	0.74	0.96	1
37	0	0.88	0.49	1
47	0	0.52	0.06	1
56	0	0.13	0.01	1
45	1	0.29	0.43	1
27	0	0.2	0.16	1
61	0	0.04	0.32	1
0	57	0.26	0.18	1
50	1	0.08	0.2	1
40	0	0.1	0.03	1
1	46	0.87	0.35	1
45	1	0.39	0.61	1
34	0	0.02	0.34	1
47	0	0.4	0.05	1
38	0	0.02	0.24	2
44	1	0.08	0.21	1
47	0	0.16	0.22	1
47	0	0.67	0.46	1
30	0	0.24	0.44	1
0	48	0.19	0.16	1
62	1	0.75	0.83	1
48	0	0.07	0.15	1
57	1	0.06	0.27	1
40	0	0.32	0.69	1
34	1	0.49	0.94	1
40	1	0.26	0.42	1
54	0	0.25	0.16	1
57	1	0.16	0.09	1
0	32	0.89	0.99	1
48	3	0.05	0.47	1
40	0	0.19	0.02	1
46	0	0.47	0.33	1
50	0	0.08	0.29	1
50	0	0.48	0.29	1
48	0	0.56	0.43	1
0	35	0.74	0.99	1
50	1	0.38	0.08	1
38	1	0.19	0.13	1
31	1	0.2	0.1	1
34	0	0.01	0.01	1
53	0	0.23	0.19	1
63	0	0.25	0.15	1
52	0	0.01	0.09	1
2	33	0.66	0.41	1
54	0	0.11	0.04	1
56	0	0.04	0.01	1
57	0	0.85	0.92	1
40	0	0.31	0.22	1
38	0	0.04	0.38	1
50	0	0.58	0.49	1
72	0	0.36	0.65	1
41	0	0.04	0.15	1
44	0	0.06	0.02	3
57	0	0.04	0.08	1
40	0	0.12	0.05	1
34	1	0.96	0.98	1
2	50	0.57	0.6	1
42	3	0.29	0.57	1
39	0	0.28	0.16	1
1	31	0.45	0.67	1
40	0	0.25	0.01	1
0	43	0.93	0.94	1
64	0	0.17	0.15	2
45	1	0.45	0.73	1
1	47	0.19	0.72	1
39	1	0.4	0.25	1
45	0	0.12	0.34	1
0	54	0.59	0.06	1
61	1	0.46	0.24	1
43	0	0.33	0.36	1
44	1	0.2	0.76	1
48	0	0.55	0.48	1
1	63	0.1	0.03	1
50	0	0.23	0.01	1
51	0	0.12	0.02	1
61	0	0.12	0.23	1
0	38	0.88	0.7	1
53	0	0.01	0.15	1
55	0	0.01	0.19	1
36	0	0.19	0.28	1
36	0	0.49	0.2	1
48	0	0.37	0.67	1
45	0	0.39	0.36	1
0	46	0.8	0.88	1
49	0	0.79	0.24	1
35	0	0.19	0.37	1
54	0	0.09	0.04	1
78	0	0.37	0.52	1
48	0	0.5	0.88	1
54	0	0.09	0.52	1
42	4	0.42	0.8	1
48	0	0.75	0.67	1
59	0	0.06	0.2	1
21	36	0.5	0.52	1
42	0	0.29	0.33	1
36	0	0.17	0.23	1
58	0	0.07	0.27	1
40	1	0.08	0.04	1
40	0	0.33	0.14	1
0	52	0.62	0.77	1
59	0	0.18	0.4	1
54	2	0.7	0.17	1
38	0	0.34	0.29	1
51	0	0.11	0.02	1
51	0	0.3	0.55	1
50	0	0.15	0.15	1
36	0	0.08	0.01	1
40	0	0.1	0.44	1
61	0	0.36	0.11	1
46	0	0.06	0.62	1
32	0	0.33	0.32	1
46	2	0.2	0.18	1
49	0	0.25	0.73	1
64	0	0.09	0.08	1
37	0	0.88	0.93	1
62	0	0.15	0.5	1
52	0	0.01	0.18	1
47	0	0.01	0.09	1
38	0	0.08	0.1	1
24	18	0.01	0.01	1
31	1	0.11	0.28	1
41	0	0.45	0.35	1
44	0	0.14	0.15	1
3	56	0.28	0.18	1
45	0	0.17	0.04	1
18	23	0.38	0.62	1
36	1	0.45	0.87	1
35	2	0.12	0.04	1
44	0	0.05	0.09	1
